name,gender
sahadeb bhuniya,m
kailash chand jain,m
rajender singh,m
sh. manish puri,m
satya prakesh malani,m
haseen,m
sahkir kahan,m
rajesh aggarwal,m
maniram,m
jagdeesh,m
omprakesh,m
sirazudeen,m
md shahid,m
lakshmi shah,m
suraj sharma,m
ranjay pandit,m
laxmi shah,m
talib,m
pradeep yadav,m
netrapal,m
श्री अब्,m
veepal singh,m
verendra pratap singh @ rinku,m
ram kumar sharma,m
muntajar,m
tuka ram,m
budh ram @ budharam,m
manoj patra,m
vishva nath,m
naajim,m
bharat goel,m
चमन प्रकाश,m
chaman prakash,m
rupinder singh,m
sushil  @ pintu,m
pramjeet,m
kamrudeen,m
chetram gurjar,m
anjrej @ kalu,m
nijamudeen,m
vahab,m
motolal,m
subham sahu,m
vishnu parshad sharma,m
vithal lal,m
narinder,m
mukesh panjara,m
dulal haldhar,m
lakhua,m
ankesh tiwari,m
deepak jha,m
amritpal,m
aasha ray,m
श्याम मो,m
chabi lal,m
kohinoor,m
gokul,m
ramchandra od,m
dinesh pal,m
syham singh,m
shahid kha,m
mohatter,m
jagan nath,m
gaurav @ golu,m
itwari lal,m
sumit yadav,m
geernish kumar,m
sandeep @ golu,m
deepak @ sourav,m
mahendar  s/o ramesh  cast keer,m
sanjay bharti,m
ajit kapoor,m
kamal kishor radhey,m
prem kuwar,m
pradeep mehta,m
mohd. avaz,m
parbhu sahni,m
bhajandeep singh,m
tejpal agarwal,m
ranjan kumar,m
ramesh kuamar,m
sazid,m
md aarif,m
himanshu sahu,m
shoyab s/o,m
omprakash chamoli,m
mohd danish,m
arun sangwan,m
rehmat,m
lalit sharma,m
naval jha,m
virender jain,m
dhurav goyel,m
nanu ram,m
vandna urf meenu,m
pankaj @ gaya,m
baljeet,m
dhirpal,m
birender,m
gya parsad,m
mahesh khurana @ monu,m
ratnesh,m
jai shanker,m
chanda,m
gaffar ali,m
sobi @ farhan,m
gauri,m
gopal dhakad,m
ajmer,m
ravi @ manish,m
nitu,m
samina,m
randhir,m
sanjay patwa,m
gopi chand jain,m
md. nadaim,m
nitesh shyam,m
brij bhusan sharma,m
parvinder @ manoj,m
baudi,m
pradeep lakhera,m
mr. pritesh,m
mohd rahim s/o mohd akbar,m
jimmi,m
ravi shrivastav,m
salman ahmad,m
sameeruddin,m
randeep,m
tarun ragav,m
rambhajan,m
kisan,m
rajesh james,m
lakky,m
dinkar sharma,m
mukesh gujjar,m
shishpal,m
ram prashad,m
babu ra/,m
ashwani @ arjun,m
mohamad faruk,m
bhadur ram,m
mantu,m
jani khan,m
uday veer,m
ram nichatar,m
rajan verma,m
bhima,m
suresh talwar,m
prshant,m
mohd yasin,m
puskar singh,m
nazmuslam,m
sachi chauhan,m
atul verma,m
raju ram so harlal ji bishnoi r/o ramesh colony sa,m
prabhatilal,m
hanni kumar @ mandu,m
shabi rza,m
manojkumar,m
jon vergis,m
rajat maheshwari,m
inderpaal singh,m
dharmveer @ dharma,m
ram avatar,m
kuwarjeet sharma @ vikash,m
manak paramik,m
pinku,m
mahbub ali,m
krish topar jon,m
bajinder,m
omprkesh,m
ashak @ shahrukh,m
fazulla,m
vikram kumar nayar,m
monu @ sonu,m
gulshan sehrawat,m
naved noor,m
rahul tiwari,m
digamber yadav,m
rakesh kapoor,m
nawal kishore,m
lilaram,m
inderpal singh @ shanni,m
dhmendar,m
kaptan singh,m
vajid ali,m
dhamender,m
jamaal,m
gladwin massey,m
mahender pal,m
vijendra singh rajawat,m
warmati,m
patender,m
narbahadur,m
mohd azam,m
rohit yadav,m
ram baran,m
sanjeev s/o,m
arun @ joni,m
kirodimal,m
kishore,m
manish taygi,m
mohd.  asif,m
bhupendra urf anku,m
bhupendra singh,m
tundiram,m
manohar singh,m
parmod kamat,m
rajesh kumar paswan,m
vivek @ vicky,m
chanda lal soni,m
anchal @anchu,m
aarav,m
anikt kumar singh,m
jitender sharma,m
iqram,m
rghuraj singh,m
kanhaiya sharma,m
bundhu,m
vindeshver,m
avinash chand,m
pappu @ man mohan kumar,m
sawarmal,m
sanjay gulati,m
jagir singh,m
mum and singh,m
deepnarayan @ rohit,m
edris yusuf zai,m
gaurav sharma,m
surender mukhiya,m
mahaveer gurjar,m
sorab siaq,m
satnarayan meena,m
shahib kumar,m
nitin verma,m
gaurav rawat,m
pintu tarfdar,m
jay bhagwan,m
praveen kumar @papees,m
babu @ balu,m
budhram,m
padam,m
rajender kumar / titu,m
guru lal,m
kamaljeet singh,m
rahul shrivastav,m
nitin chahal,m
maksud ahmed,m
sunder  singh,m
shri chand,m
talvender,m
ravi raj sheker,m
himanshu @ jatin,m
jalil,m
tassadul omar,m
akash urf deepu,m
mudbir khan,m
yashpal aanand,m
aakash or deepu s/o satyprakash sharma r/o town ro,m
aslam baks,m
ashok jarwal,m
umlesh,m
chandeshwar prasad,m
vikram mandal,m
parlad pilly,m
gurudut sharma,m
om prakash mishra,m
bagaram,m
deepa,m
sakib @ nadir,m
sk abu hasan,m
rohan kapoor,m
kanhaiya @saurabh,m
chunni,m
name singh,m
atul sharma,m
shashank  sanghi,m
bhavesh penuli,m
altmash,m
bharat bhushan koushik,m
chtarpal singh,m
rahul nath joshi,m
goopi ram,m
depander,m
ajay saday,m
satrohan saday,m
jay prkash rohal,m
surendra kumar,m
gaurav urf raheesh,m
sunil kumar gupta,m
krishna pandey,m
mukhtyar singh,m
horam,m
pramod gupta,m
abdul samrad,m
chaturbhuj,m
trijugi narayan sukla,m
aditya prasad,m
md  tayab,m
parvej ahmed,m
rajesh kumat,m
सादीक अह,m
nikhil kr sharma,m
ashok jain,m
mahinudin,m
sona lal,m
chanden kumar mehto,m
om pal,m
प्रमाेद,m
sundeep kumar singh,m
rajat tyagi,m
dheeraj @ gulshan,m
lavkush,m
dharambir @ rahul,m
shashikant mishra,m
kush,m
surender @ ramu,m
jasvinder,m
kedarnath,m
amarendra @pul,m
nek mohd.,m
ramsagar maheto,m
bachcha ram singh,m
mazhar s/o azimudeen,m
dinesh katara,m
kaleram,m
ankush sharma,m
brij mohan thakur,m
sagar pandey,m
pappu kumar  mandal  s/o gopal parsad mandal,m
bablu mishra,m
neeraj gupta,m
barj bhusan,m
aakash dabral,m
shetan gurjar,m
durga lal,m
baidnath,m
vikash gaud,m
nishant @ monti,m
badnath,m
vikram arora,m
nishant prashad@anshu (with mother),m
pushpender,m
mohit mathur,m
abhishiek swami,m
krishan parkash,m
la l    babu,m
yuveraj,m
vikram singh bisht,m
azim,m
nafe singh,m
musibat aki,m
brijmohan aggarwal,m
vicky @ raja,m
mannu jain,m
mohd. khalid @  mohd. harish,m
piyush mehto,m
sumit parkash,m
ravinder singh @raghav,m
yashbir,m
rituraj,m
mubarik ali,m
rameshwer nagar,m
premchand,m
rajesh kumar sharma,m
yash @ shashi,m
kundan singh @ richapal singh,m
ashish @ bhanu,m
vikas goswami,m
shivlal,m
bodu ram,m
girraj nath,m
kimat singh,m
ankit rawat,m
aditya @ vishnu,m
harshmeet singh @ happy,m
amarjeet mal,m
meghu kumar,m
idrish,m
ajay bhardwaj,m
shrinath prasad sharma,m
balwan,m
sundar pal,m
golu @ ramtrilok,m
dakshya sharma,m
jagdish juneja,m
anil saxsena,m
laltha prashad,m
deepak mittal,m
zile singh,m
faizal khan,m
preyojit nath,m
mohan sada,m
akheelesh,m
bhavesh,m
vinay yadav,m
julficar,m
amit mohan jha,m
anil kumar sain,m
kuldeep gaur,m
bhavishy kumar sharma  uefh  bholu,m
rambir singh,m
prem kishore,m
manjeet @ manish,m
ranvir,m
ramender,m
satendra,m
gufraan khan,m
satish kumar meena,m
p ramkumar,m
sunil kumar mehto,m
sher mohmd,m
jaga singh,m
nihalchand,m
indraj singh,m
bhagwan singh meena,m
prem singh bisht,m
rajdev bind,m
harish saharan,m
vipan,m
suraj rathi,m
ruchendra rana,m
girish kumar,m
ashish gupta,m
ashok kumar gha,m
dharmendra kumar,m
vashu,m
नरेन्‍द्रि‍संह,m
shanshak sharma,m
montu verma,m
allabaksh,m
mangal chand,m
pankaj lal kumar,m
gopal ram,m
meghashayam  sharma,m
shivani,m
ram babu shah,m
sanjay chauhan,m
deepak @ nikku,m
श्रवण  कु,m
माेहन कु,m
anil bhatt,m
kumar pal,m
narayan dass,m
lokender singh,m
pareen bhardwajd,m
pyar mohmad,m
balkishan rai  @ kanhiya,m
heera lal urf heero,m
sehdev mukhiya,m
rony rao,m
bholaram yadav,m
chandra pal,m
ajeet chaudhary,m
noshad,m
surajmal,m
sanjay bansal,m
vikram or baali,m
swati sharma,m
kishor yadav,m
nanak chandu,m
badrudeen,m
mohd.wahid,m
gourav jain,m
jagmohan gupta,m
omprakash pandit,m
jitendra kumar khant,m
sushil gupta,m
ramchander nuriya,m
दीपक कुमार,m
neeraj shokeen,m
saroj patel,m
mehak singh,m
sh. ganpat lal,m
chatter singh,m
abhinandan,m
rajdev,m
mukram,m
shan mohd.,m
kishan lal kanojia,m
durgesh kumar,m
mohd nazeer,m
jatin  raina,m
mangu,m
jagjeet singh,m
avinas mourya,m
lakshman singh,m
anshul krishana urf shubham,m
dilkush,m
vikas kumar & bal ram,m
mahaveer jain,m
prdeep soni,m
ankala praveen,m
lal mohammed,m
rsjesh sharama,m
gs-1957975 sunil kumar vaag,m
muqhtar muslim,m
tej prakash,m
manohar kumar,m
mohit nautiyal,m
karamvir,m
kusumakar mishra,m
anjum chowdhary,m
shani alam @shakir,m
asgar ali,m
हेमराज,m
afsar khan,m
harinarayan paliwal,m
ran jeet singh,m
raju jogi,m
kashmir singh,m
wajuddin,m
adityalok singh,m
yunishs,m
kushal  gupta,m
raj pal,m
baby singh @ kunni,m
mitthu,m
j nelson abiman,m
nannu@jaypal,m
alok kumar,m
faujdar sharma,m
bhonu,m
sunder @ bablu,m
manu bhai,m
nihal singh,m
rohit gupta,m
narender kumar gupta,m
brijnandan mehato,m
ashlam miya,m
babu o m,m
sakhichander,m
shivnath,m
karan gupta,m
shkil khan,m
gandharv mishra,m
dhrambir,m
shri puran singh rawat,m
nareshpal,m
yasmin,m
satish chand,m
laxman prasad,m
data ram,m
jhagdu rzak,m
raju dass,m
rithik ravinderan @ monu,m
mohit yadav,m
anuj patni,m
ि‍वजय,m
jit bahadur,m
dhara,m
kalu@ sanjya,m
jitu singh,m
partab chand soni,m
piyush kalra,m
vipan kumar,m
nand kishor @ nandu,m
rajender goyal,m
shree chand,m
aazad,m
nathu,m
ahamad,m
yaadram,m
zameer ahmed,m
shri parkesh,m
vinod @ sagar,m
insaf ali @ mulla,m
rakesh yadav,m
kabid,m
rajendra kumar,m
mukesh ram,m
ajay singh panwar,m
vikram goswami,m
दिनेश,m
sandeep dhaka,m
himanshu @ annu,m
rajeshwar@moni,m
satya dev singh,m
bhorelal,m
kuldeep @ kullu,m
pankaj sehgal,m
md. aaqif,m
mitthun,m
irphan safi,m
deepvhand,m
malkiat singh,m
prateek bhaskar,m
mahender @manish,m
mandan lal,m
tarun @ arun,m
chaman parkash,m
jhagdoo,m
sabana khatoon,m
ravi shankar goswami,m
pari mohmad,m
jitesh agarwal,m
sitar singh,m
tarun kumar,m
rajesh kalia,m
prashant yadav,m
nisar @ master,m
anil balai,m
vipul agrawal,m
dal bahadur  thapa,m
ajay chand,m
bunti kumar,m
disha,m
jairam singh yadav,m
tejpal singh,m
sahil khandelwal,m
hem raj,m
sarbash,m
mohamad,m
kokil berman,m
dhawal sreshta soni,m
hari mohan,m
arun kumardhasmana,m
suresh sanwal,m
kishor matta,m
rohit agrawal,m
chetan verma,m
chandrashekhar saini,m
vinod ahuja,m
nirmal nepali @ karan,m
manish kumar  sharma,m
durga prasad,m
yogender jha,m
shish ram,m
jay noor,m
chintu lal,m
pravendra singhal,m
afzal ali,m
darshan lal,m
sh sri ram,m
sadre alam,m
gobind,m
mo. farman,m
tufail ahamd,m
mohd. hanif,m
bhanu pratap morya,m
shri pal,m
jacky and amit,m
jagpati jha,m
harji,m
shah ali,m
sandeep pawar,m
natthu ram,m
vasim khan,m
atu verma,m
rishabh jain,m
raveena khaton,m
simran malhotra,m
sajjan kumar,m
uda ram,m
ashutosh kumar,m
majid,m
mahipal singh yadav,m
mohd samim,m
pasanjeet,m
jagtar singh,m
sh santosh s/o sh ramavtar,m
sadhu yadav,m
akram khan,m
lalit saini,m
jaskaran singh,m
har bilas,m
krishna nand,m
darshan lal sonkar,m
jishan,m
vashisast,m
sonu @ virendra,m
aasish sharma,m
tapan  kumar,m
abhash verma @ abhishek,m
sabir ali,m
puran regar,m
muntjar,m
bidur mahat,m
himanshu sharma,m
udai pratap singh,m
ajay singh bhati,m
harendra singh,m
abbal singh,m
योगेश गालब,m
karan sabharwal,m
pardeep @ monu,m
rajam singh,m
yaswani panday,m
sahab singh alias bitu,m
bhud ram,m
jai sharma,m
narendra kumar jain,m
dev puri goswami,m
neeraj verma @ chotu,m
mohamad faisal,m
suresh chandra,m
deepi,m
mula ram,m
neeraj yadav,m
salman @ shera,m
vivek mohan arya,m
subash bim,m
pawan dixit,m
rahul @ joni,m
asha,m
ankit @ lala,m
suraj tiwari,m
gora singh,m
ashu @ sunil,m
aajad singh,m
ravinder kr malhotra,m
ankit @ happy,m
mohd mujahid ansari,m
deepak midha,m
shyam lukka,m
munnakumar,m
rajbeer,m
prakash prajapt,m
ashish malodia,m
chandreshwar,m
lokesh @ happy,m
mehboob mehandi,m
lal bahadur jha,m
jakh bahadur,m
chand ram,m
sachidanand,m
mahinder,m
pardeep singh,m
naulesh,m
raisuddin,m
kamalkishore,m
tahir hussain,m
subhash nimbolkar,m
munnem meena,m
eliyas,m
md. mujmmil,m
रेखा शंकर,m
moh.jakir,m
prakash meena,m
ramu urf rambabu,m
rajinder  s/o hawa singh jat r/o shamlo kalan,m
ramdutt,m
munender pratap singh,m
suraj @ kukku,m
bipin,m
aas mohd.,m
lavish kumar,m
md sakil,m
rajnesh,m
daya nand,m
kishn lal,m
gulsher,m
poonam chand,m
ct sandeep,m
ct sandeep singh,m
asha nand,m
puneet @ arun,m
rafal singh,m
aas mohammad,m
poonam w/o,m
hardas singh,m
shambhu gupta,m
ramjanam,m
rajo dalal,m
arbaz,m
mahinder yadav,m
a. suresh,m
rajnesh kumar,m
veeri singh,m
suresh chand chakarwati,m
suraj bahadur,m
ed mohmad,m
raju yadav,m
md rahul,m
sh. ram bahadur,m
pardeep saini,m
palaram,m
mod- akram,m
vicky @ vikash,m
गोतम,m
sanjay chug,m
gyanu kumar,m
vicky kumar,m
viriya kher,m
hukamchand,m
israr,m
pooranmal,m
anandu krishan,m
mohd.  amjad,m
saddam khan,m
rohit thapa,m
ankit khatri,m
punit yadav,m
shashikant brahaman,m
gamer das,m
ravi tiwari,m
garsh,m
araslan yusuf,m
rohitash,m
sh om prakash,m
upender choudhry,m
dhan chandar,m
narendra kumar,m
kush gupta,m
mohammad jaan,m
gulshan bhola,m
kuldeep kasyp,m
mohd javedh,m
rajender kumar dheer,m
mandeep singh,m
mukesh verma,m
chandan yadav,m
sagar shekh,m
zaheer ahmad,m
vinod arora,m
kamal meen,m
sujit singh chaudhary,m
satyanarayan lohar,m
sarvjeet singh,m
pratha,m
shivraj singh,m
ankit verma,m
baldev singh,m
vipun kocher,m
gonsan topno,m
ghanshayam,m
bhagwati lal jat,m
umar daraj,m
rahul nath gupta,m
swedesh mahaldar,m
rajesh god,m
shukveer singh,m
bhusan,m
galiya,m
mithilesh kumar sharma,m
mohd kamaal,m
birender pal,m
chhitar lal,m
chhantu dass,m
nimahe mandal,m
shlender,m
mohan adiwasi,m
dulal,m
tanuja,m
vedprakash sharma,m
abhishek @ sumit,m
nitish kumar,m
sarad chaubay,m
shalender,m
ramjani,m
madan mohan,m
kaloo giri,m
inayat hussen,m
mukesh banjara,m
neetu,m
shiv pal,m
pradeep@kale,m
hasina,m
garupal singh,m
udit kumar @ pingu,m
gagandeep,m
aayush kashyap,m
anil kumar sahu,m
sachin kumar mittal,m
sahib saran,m
chandu ikbal @ akbar,m
उदयलाल,m
shishram yadav,m
rohtash saini,m
rameshwer urf kallu,m
आसिफ,m
adan,m
sanjay @ gindo,m
ramdhan,m
kirshan pal,m
ashrfi,m
jai chand,m
deepak bhatt,m
afsar alam,m
mohammad ishtiaque ahmad,m
barkat ali,m
samay singh,m
mohd sohaib,m
taj mohd,m
raju ghosh,m
ravi kant boity,m
sachin kumar garg,m
klash kumar,m
ram,m
alim,m
dharminder,m
bherav dutt,m
vikaram,m
ayub ali,m
md. ehasan alam,m
jafruddin,m
faran singh,m
sanjiv kumar jain,m
asagar khan,m
manmohan khurana,m
kanhaiya urf kare,m
baleshwer,m
rohit kumar yadav,m
mohd rafiq,m
arpit avasthi,m
kale,m
rishu @ vishal bansal,m
banju,m
mahboob,m
anil @ bittu,m
pankaj  chobe,m
gawali pandharinath yadav,m
md inaam ahmad s/o vishal ahmad,m
आनन्‍दीलाल,m
lokindra singh,m
ram lagan singh,m
vikas thakur,m
gd harendra yadav,m
metily ritayard sonu sharma,m
hanshraj,m
subhash kumar,m
barkat,m
sohel,m
राधेश्‍याम,m
birbal ram,m
veeri singh jatav,m
keshram,m
navendra,m
ramesh tiwari,m
sandeep dahiya ms/o azad singh r/o village bound p,m
kishnaram,m
ankur kumar,m
parkash @ sagar,m
md rahmat ali,m
josin jomon,m
rohit @ sonu,m
ashok rai,m
arhiyant jain,m
suman lal,m
bajrang lal @ jugal kishor,m
rana,m
vansh goel,m
jagbir,m
atul kumar @ rahul,m
sharda rao,m
mho javed,m
km.deyji,m
mohd masoom billa,m
bhasker nath tiwari,m
abdul hafiz,m
tool bahadur,m
mukkesh,m
jagdish parsad s/o mohru lal,m
vinit kumar @ banty,m
dhanu /dhanparkesh,m
anurag tiwari,m
rajiv @ raju,m
ajit kumar,m
rohitash keer,m
gulab gameti,m
kareshan,m
parmodh,m
imam baksh,m
devashish sahu,m
vishal srivastav,m
parsant,m
rama nand,m
mohamad sahajeet,m
deepak tak,m
abdul aziz,m
devender kumar @ ashu,m
jishant,m
dalpat,m
deepa ram,m
deeraj,m
ashok meena,m
surya dev singh,m
budhu,m
maushid,m
jagdish kaliya,m
mudssir,m
lav,m
deewan singh,m
zamile amhed,m
subham madhwal,m
श्री ऐमराज,m
mushir,m
rambarose,m
mohd siraz s/o mohd nisar,m
ansar,m
parveen sha,m
ratan singh,m
gautam  mandal,m
mr. kishan singh,m
biram,m
jaquir,m
deepan dev,m
rahu kumar,m
meera devi,m
munna ram,m
ct. dilbag singh,m
sadabrij,m
rudra narayan urf sonu,m
dana ram,m
akshay @hunny,m
lokesh deswal,m
akshay pahwa,m
parvesh @ poni,m
manowar hussain,m
aahim,m
shyan bahadur,m
shahbuddin,m
ram singh negi,m
puran chandra bahuguna,m
tara chand sharma,m
sh labh singh,m
pervinder,m
rohan mandl,m
girish chander kapadi,m
liyakat ansari,m
narendra nagda,m
nadeem kha,m
mohammad humayoun,m
nasar ali,m
gurdayal,m
omprakash s/o balsingh,m
shan mohd,m
keval thakur,m
jugal kishor chouhan,m
jairam singh,m
pooja chaudhry,m
vishnu parshad,m
ram kishan gola,m
vijay  banshwal,m
jeet pal  @jitu,m
vidya nand jaiswal,m
aluddin hushen,m
mrityunjay,m
masheen yadav,m
syamsunder,m
girjesh kumar,m
sattaram,m
mangi ram singh,m
habib s/o karimsab,m
nayan saikh,m
narayan singh rawat,m
subburaiyalu,m
श्री राजमल,m
himansu garg,m
baban mishra,m
nakched parsad,m
sachin raghav,m
upender,m
saranjeet singh,m
ramjiyawan,m
ravinder kumar rai @ dannu kumar rai,m
babar,m
karmveer singh negi,m
pram jeet dabas,m
emilia toppo,m
bhramanand kumar,m
surender kumar yadav @ kaku,m
rathan lal ji,m
akhil ravindran,m
akshat baliyan,m
ankit negi,m
mahnatha sahni,m
hansraj meena s/o raghunath meena r/o maharajpura,m
rohit gill,m
deepak @ pardeep,m
rajit kumar,m
ayush pathak,m
mahesh kumar yogi,m
kishan chand @ rahul,m
raju @ rahul,m
latesh,m
pankaj taren,m
shambhu munda,m
dinesh gupta,m
mohd. nafees,m
ganpati korada,m
fateh singh,m
prince kumar,m
chhanoyar shekh,m
laxman dass,m
vikesh kumar,m
vivek urfh navin,m
bishesh kumar,m
riyazuddin,m
sh attar singh,m
chanchal @ chintu,m
श्री प्रदीप कुमार,m
ashok kumar  s/o la jeet,m
ravi tripathi,m
sujit kumar,m
urmila,m
kumari preeti,m
lilu ram,m
govind rao,m
kalayan,m
vivek kumar gupta,m
mho aamir,m
sujata yadav,m
छोगालाल,m
jagdish ram,m
ramesh meena,m
sanjay gupta,m
rafi,m
tushar vats,m
mehtab alam,m
manish jain,m
mahendra singh chotele,m
mukish kumar,m
shi8vprakash,m
sanjeev saad,m
amrish dixit,m
nanak prasad,m
sahil @bohlu,m
sunil kumar bharati,m
bhura ram,m
pram prkash sharma,m
altab,m
lokesh kumar ojha,m
rahul bhiram,m
karan trehan,m
niyaaz khan,m
ajay tomar,m
md afjal,m
ramkaran gujar,m
yaqoob,m
ali mohamad,m
vasim @ bhoora,m
muzamiil,m
adrash,m
lekhram,m
shyam dhar mishra,m
ajay bairagi,m
mohd. sazzad ansari,m
hardev,m
punit sharma,m
suraj malhotra,m
moh.,m
chand miya,m
nanka bhil,m
rakshit singh,m
neeraj kumar verma,m
pusgpender,m
dinesh kartik,m
sumesh,m
surya narayan,m
hardam kumar,m
mukhtar khan,m
sunilrawat,m
anjan kumar sharma,m
menpal,m
gulshan grover,m
hitlar,m
kala,m
faiyaaz,m
jai narayan jat,m
sh.shiv charan singh,m
salim  kha,m
fakrudeen,m
vishal lamba,m
mo. safik,m
vinayak,m
munish singhla,m
अर्जुन म,m
avinash jha,m
shubham dandriyal,m
saahil nautiyal,m
mohd. kaish,m
braj mohan,m
pappu @ raju,m
pawan saini,m
rajider singh,m
akram ali,m
jiya rahman,m
mohd. rizwan,m
naryan chamaar,m
afjal,m
satayanarayan,m
manoj jha,m
maisan,m
shiv sagar,m
nadem,m
mathura @ vijay,m
deerendra singh,m
dhirender singh ravat,m
rajesh kumawat,m
sorab,m
omparkesh,m
jitesh,m
kouchu,m
sandeep sahu,m
rma kant,m
chura mukhiya,m
sanjay s/o deep chand,m
श्री नारायण लाल,m
mujeeb,m
amit pal,m
kalu lal khatik,m
chunni lal,m
subash rai,m
noor ahmed,m
pramod choudhary,m
saud,m
smt lalita,m
adarsh @ sonu,m
bhupesh kumar,m
ghantoli,m
shekhar chand,m
lokesh manchanda,m
muzmil,m
ravindra jindwal,m
abhinav,m
sajid hussen,m
haliya charpota,m
pawan meghwal,m
riyajul,m
pawan kumar gupta,m
anoop roy,m
chandpreet,m
chaman gupta,m
ved pal,m
ankit gupta,m
leelu,m
sahnabaj,m
rahul singh,m
nabi hussain,m
prakash regni,m
ram kuamr,m
mathura singh,m
sandeep sharma,m
karan gulyani,m
naman kaushik,m
lal ji parshad,m
titu,m
nisar ahamad,m
abhijeet adhikari,m
pradeep @ sunny,m
mayank pandey,m
sachin tomar,m
gajendra singh sekhawat,m
javed siafi,m
sahabudeen,m
gurbachan singh s/o darshan singh,m
devender chodhary,m
hari uraown,m
satpal kaura,m
jaspreet,m
hariom panday@shivam,m
asgar kamal,m
vijay tyagi,m
mukesh chauhan,m
goldi chopra,m
khursid alam,m
nesha,m
sohal pal,m
ajay sadana,m
tulcharam,m
punkaj,m
dashrath,m
adalat,m
sumnesh,m
chander prakash bansal,m
rajesh arora@kamal,m
chunaram,m
prabhakar pandey,m
shri kumar,m
mohd. kasim,m
rajiv shah,m
ravishankar,m
mohammad shahid,m
isharar ahmed,m
mohd.javed,m
yadvir,m
santram @ santu,m
somprakash,m
ashok kumar @ jain,m
pradeep singh,m
ramniwas,m
s p vinit gupta,m
gulshan singh,m
sanjeev kumar soni,m
lakki prajapti,m
tariq,m
satendra kumar,m
banti,m
umanath @ nanda babu,m
atif,m
anamol modi,m
unknown @ monu,m
randhir kumar,m
mohd mahfooz alam,m
महेश,m
sauhal,m
kishor saini,m
tarun upadhyay,m
sardar pal singh,m
mustafa mandal,m
shil kherval,m
lalit mohan rawat,m
parkash agarwal,m
rajkumar sharjma,m
manish gautam,m
hitender kumar,m
sanny,m
viresh kumar,m
mohd. arjoo,m
shi girdhari,m
sumit chhouhan,m
nikhil kumar,m
dalpat singh,m
shiv kumar rai,m
kalu lal meena,m
bunda ram,m
shjad ali,m
anil nimesh,m
kauva,m
sethi,m
rajesh rawat,m
deepak @ pritesh,m
rakesh  singh,m
nagender singh,m
opendar singh @ tinkal  rajpoot,m
nishant tyagi,m
lukkad @ kishore,m
vinod @ biraje,m
prittam dass,m
harvinder @kala @ravinder,m
malkeet,m
ghisaram @ amar singh,m
anand msingh,m
mohd. iliyas @ firoj,m
poma ram,m
husain mohommad,m
sandip kumar,m
rajesh kumar gupta,m
budhi singh,m
julfikaar,m
chhabil singh,m
susan subva,m
md. alikhan,m
mohd. sakil,m
babudden kuresi,m
tilakraj,m
vicky sharma,m
sahnaj,m
suwa lal,m
partap @ pappu,m
shekh nasir husain,m
shri gani mohammad,m
animesh kumar suman,m
sumit bainsla,m
kingkar mandal @ deepak,m
ram govind,m
sandeep kasera,m
bheem pal,m
maqsood alam,m
ramesh panwanr,m
khushi mho,m
jodhi kumar,m
avdesh kumar yadav,m
gopal singh hada,m
manuvar hussain,m
anurag mohan saklani,m
gen bahadur,m
safiq @ shanawaj,m
shami khurana,m
panchuram meena,m
manoj singh bisht,m
amrjeet,m
rinka @ rinku rathour s/o  naresh kumar r/o  66 ha,m
rahul @ bhola,m
nikhil saini,m
amit tandan,m
vinod sehgal,m
dara singh,m
आशीष,m
rajeev @ neetu,m
girwer singh,m
jagdesh ram meghwal,m
basibul,m
rameh chand,m
mahesh sharma,m
arvind @ ramesh,m
dhulin,m
asutosh sharma,m
parem varma,m
ilyas,m
rafeddin,m
md. waseem,m
anurag singh alias banti,m
sushil sharma,m
shital,m
jetender @ sonu,m
angda prasad mishra,m
jafar ali,m
ashu singh,m
gulfam saifi,m
mukesh @ kala,m
narendra  mishra,m
avnit / chotu,m
prayatan prabhas,m
naveen lal,m
maan singh,m
pardhuman kumar gupta,m
deni,m
mohan lal saini,m
gopal kishan,m
shiv prasad,m
vijay lal,m
dilvar,m
devesh sharma,m
ramu@ ramchandar,m
om prakash jat,m
pritam,m
lawli / lakky,m
yogendra thakur,m
jitender yadav,m
said ahmed,m
mo vahid,m
ashok agrrwal,m
prinsh,m
sh lalchand,m
tara chand s/o sultan,m
prabhash yadav,m
harun,m
sonu roy,m
akhileshwer,m
ram sagar kumar,m
gaurav @ little,m
sukhsohan,m
jai gopal,m
basant ram,m
mohd iqbal,m
shahzad,m
raju kashyap,m
mohan singh meena,m
md. saran,m
sushpal,m
aman deep,m
chotum karmokar,m
ikbal,m
manish @ mantu,m
tapender upadyay,m
tejender singh,m
krishnal,m
ashu rehman,m
arajun singh,m
junna khan,m
maman singh,m
rasid,m
dhurv solanky,m
osier,m
jitender tiwari,m
prannab dey,m
babloo @ ajay,m
vishal sarin,m
nagendra parihar,m
narayan sharma,m
mho. zuber,m
aash mohoomad,m
sumant @  chintu,m
md chand,m
mukat singh,m
arjun ram,m
santosh kuamr,m
ram naresh tiwari,m
sakchan,m
kirorimal,m
bhimsen,m
lakhu parsad,m
sourab verma,m
ashish rout,m
shri ram parkash,m
daksh,m
sanjay ram,m
mitlesh kumar mishra,m
sanjeev dass,m
vakeel,m
ramswroop s/o jaidev mena,m
mishrilaal,m
shri kumar parthi,m
mosim,m
sumit risidev,m
mohd. aklim,m
aman @ kalu,m
pradep kumar,m
jeet ram,m
parth,m
bhemji patidar,m
moh an kumar,m
rajat garg,m
bishana ram,m
sanjeev shekhar,m
modh danish,m
ramulu bumulu,m
chertamani dubey,m
hamid,m
